"","University","Department","Professor","Course","Difficulty","Rating","Comments","Date","Unhelpful","Helpful","Grade"
"127","Yeshiva University","Business","Lawerence Bellman","MAN","2.0","2.0","Well, its better than root canal",2001-05-17,"0","0",NA
"128","Towson University","Social Science","Feiler","THEORIES","3.0","5.0","I loved Feiler I sorry he left.  But at least his new job it pretty cool.  If he ever comes back to TU take his class, lots of reading but informative!",2005-10-23,"0","0",NA
"129","Towson University","Social Science","Feiler","ALLCJ","3.0","5.0","Very good teacher, willing to work with students and very interesting.  He teaches some interesting classes and if you can you should take them all.  Makes class fun and makes learning the material interesting.",2004-08-09,"0","0",NA
"130","Towson University","Social Science","Feiler","SOCI353","3.0","5.0","Great professor who really made the class interesting and worked with students on their level for greater understanding. I only wish he wasn't leaving so I could take another class with him!",2004-05-19,"0","0",NA
"131","Towson University","Social Science","Feiler","ALLCJ","2.0","5.0","Feiler rocks!!! Great teacher. Funny, smart. You will learn a lot and laugh alot in his classes. Deffinately do not skip over his classes during registration.",2004-05-04,"0","0",NA
"132","Towson University","Social Science","Feiler","SOCI353","2.0","5.0","Best teacher on towsons campus hands down. Makes every lecture interseting, informative, and fun. You can ask for a better teacher. Take all his classes. Feiler for Presedent",2004-04-21,"0","0",NA
"133","Towson University","Social Science","Feiler","SOCI101","2.0","5.0","He was the best teacher i have ever had. Class was so fun and interesting that i made a point to actually go. Take him he's awesome.",2003-11-22,"0","0",NA
"134","Towson University","Social Science","Feiler","SOCI101","2.0","5.0","He's awesome!! He is very knowlegable and cares about his students.  We watched movies and played monopoly. There was a quiz every class, but the lowest grade was dropped.",2003-11-18,"0","0",NA
"135","Towson University","Social Science","Feiler","SOCI","3.0","5.0","The best teacher you can possibly get at Towson University.  The work is stimulating but not too easy so don't think you can slack off.  Lecture is hilarious and interesting, very difficult class to sleep through.  Doesn't hurt that he's a mad hottie ;-)",2003-11-12,"0","0",NA
"136","Towson University","Social Science","Feiler","SOCI353","3.0","5.0","Awesome! Awsome! Awsome! What else can I say? He is a great teacher, very informative, kinda cute, and extremely funnny! Like I said, awesome!",2003-11-06,"0","0",NA
"137","Towson University","Social Science","Feiler","SOCI","2.0","5.0","Great teacher, cares about students.  Teaches a really cool GANGS class during the summer, only 5 days long.",2003-11-02,"0","0",NA
"138","Towson University","Social Science","Feiler","SOCI","3.0","5.0","HE IS GREAT!! he keeps you interested and makes sure you learn. Not an easy A but a well earned B",2003-10-13,"0","0",NA
"139","Towson University","Social Science","Feiler","SOCI375","3.0","5.0","Feiler is the best teacher I have ever had.  He is by far the best teacher in the SOCI, ANTH, CRJS department at TU.  He is also about as hot as a teacher can get, although in a different way.  He is an extremely intellectually stimulating man.",2003-06-04,"0","0",NA
"140","Towson University","Social Science","Feiler","SOCI357","3.0","5.0","No Comments",2003-05-19,"0","0",NA
"141","Towson University","Social Science","Feiler","HOT101","4.0","4.0","He is sooo hot- go for it!",2003-04-29,"0","0",NA
"142","Towson University","Social Science","Feiler","SOCI353","3.0","5.0","No Comments",2003-04-23,"0","0",NA
"143","Towson University","Social Science","Feiler","353","2.0","5.0","He is the best teacher I have ever had.  He makes class interesting and knows his stuff!!! Definately take him.",2003-04-23,"0","0",NA
"144","Towson University","Social Science","Feiler","SOCI353","2.0","5.0","cool teacher",2003-03-31,"0","0",NA
"145","Towson University","Social Science","Feiler","SOCI353","2.0","5.0","very smart and funny, but he is not available enough outside of class.",2002-12-16,"0","0",NA
"146","Towson University","Social Science","Feiler","SOCI","3.0","4.5","Great teacher, Fun...but reading is a must.",2002-11-18,"0","0",NA
"147","Towson University","Social Science","Feiler","SOCI353","3.0","4.0","Awesome teacher, difficult material, but he makes it fun and interesting",2002-11-13,"0","0",NA
"148","University of Waterloo","Psychology","Chris Burris","PSYCH218","4.0","5.0","Fantastic class. my favourite of my entire undergrad career. highly recommend.",2016-12-12,"0","1",3.7
"149","University of Waterloo","Psychology","Chris Burris","PSYCH218","4.0","5.0","Burris is a very good lecturer, one of my favourites so far. He does have a bad rep for having very difficult tests, however it just requires a specific type of studying. Instead of memorizing what he says in lecture you just have to really think about all the material and try to make connections. Do this and you will be fine, I finished with a 90!",2016-12-02,"0","1",4.3
"150","University of Waterloo","Psychology","Chris Burris","PSYCH232","4.0","5.0","Prof. Burris is easily the best professor I've had so far here at UW. He's engaging, witty, and extraordinarily insightful. I often heard my classmates complain about the ambiguity of his test questions, but I think those complaints came more from people who hadn't studied properly than from those who truly knew the material well. LOVE HIM.",2016-12-01,"0","0",4
"151","University of Waterloo","Psychology","Chris Burris","PSYCH218","4.0","4.0","Actually tests your understanding of the course material, NOT how well you can regurgitate information. Tests make up your entire mark, they are difficult if you don't know how to study or do M/C. He gets a bad wrap because people are lazy. Don't be lazy and you will enjoy this class.",2016-11-28,"0","0",NA
"152","University of Waterloo","Psychology","Chris Burris","SMF205","5.0","3.5","Ugh, my second class with this prof. I really enjoy the lecture material and his persona, however the tests are so freaking difficult, very ambiguous questions. its impossible to get a high mark unless you're genius. dont recommend taking this class or any other classes with Burris earlier than in your 3rd year. Huge load.",2016-05-02,"0","0",3
"153","University of Waterloo","Psychology","Chris Burris","PSYCH232","4.0","3.5","he is great but tests can be tricky!",2016-04-27,"0","0",NA
"154","University of Waterloo","Psychology","Chris Burris","PSYCH232","1.0","5.0","I am in Arts and Business CO-OP and I took this course during the spring term.  I have heard amazing things about Professor Burris and he did not disappoint. I did extremely well in this course (100 percent) and I had an amazing experience with this Prof. His lectures were clear and concise. The slides he used were really helpful.",2016-04-06,"1","0",4.3
"155","University of Waterloo","Psychology","Chris Burris","SMF205","5.0","2.0","Do not recommend it unless it's mandatory. If taken, do not take the tests lightly. attend all classes and keep reading the notes",2016-03-16,"0","0",3.3
"156","University of Waterloo","Psychology","Chris Burris","PSYCH218","1.0","4.5","I've been with many professors during the 3 years at UW, and I can confidently say that Prof B is by far the best prof I've ever seen - followed by prof Ennis. He is a natural born public speaker, he is passionate, witty, and laid back. His exams are pretty easy as long as you keep up with the topics and listen to what he teaches! Best prof NA",2015-12-07,"1","0",4
"157","University of Waterloo","Psychology","Chris Burris","SMF205","4.0","4.5","One of the best profs at Waterloo. Extremely dedicated to his work and overall an inspirational guy. Tests are tough, but getting an A is possible. Class is mandatory for passing! there are no slides to go off of, so make friends in class for notes!",2015-04-25,"0","1",4.3
"158","University of Waterloo","Psychology","Chris Burris","PSYCH330","4.0","3.0","Tests were extremely hard for me, though I guess I could have studied a bit harder. Assignments were super fun and really helped you apply course material! Prof is also hilarious and a great lecturer!",2015-04-24,"0","2",3.3
"159","University of Waterloo","Psychology","Chris Burris","PSYCH231","3.0","4.5","Dedicated to the research, amazing lecturer, and is genuinely excited about the course content.  He works hard and expects you to do the same.  He is very helpful for those putting in a genuine effort to engage.",2015-02-21,"0","1",3.7
